x0003,y0003
497575000,-111.9201736,
497600000,-112.0063019,
497625000,-111.8423309,
497650000,-111.9629059,
497675000,-112.0019531,
497700000,-112.03022,
497725000,-111.9406128,
497750000,-111.9282913,
497775000,-111.8940048,
497800000,-111.8764801,
497825000,-111.8733597,
497850000,-111.8209152,
497875000,-111.9135742,
497900000,-112.1227951,
497925000,-111.9971161,
497950000,-111.9828873,
497975000,-111.9000931,
498000000,-110.9836502,
498025000,-111.9129791,
498050000,-111.8501663,
498075000,-111.9412918,
498100000,-112.1164551,
498125000,-111.9354095,
498150000,-111.8764648,
498175000,-111.9132538,
498200000,-112.0468597,
498225000,-111.9680176,
498250000,-111.8946533,
498275000,-111.9612732,
498300000,-111.9586029,
498325000,-111.9909058,
498350000,-111.9044952,
498375000,-111.9467316,
498400000,-112.1080322,
498425000,-112.1019287,
498450000,-112.0593872,
498475000,-111.9775314,
498500000,-112.0010757,
498525000,-112.0318604,
498550000,-112.0272064,
498575000,-112.074234,
498600000,-112.0945435,
498625000,-111.8796921,
498650000,-112.0493927,
498675000,-112.0104523,
498700000,-111.978447,
498725000,-111.9383087,
498750000,-111.8554764,
498775000,-111.9367981,
498800000,-111.9553223,
498825000,-111.9262543,
498850000,-111.8077774,
498875000,-112.0633392,
498900000,-111.8879776,
498925000,-111.8644409,
498950000,-111.8473358,
498975000,-111.9230652,
499000000,-112.2645187,
499025000,-112.1526489,
499050000,-112.0682526,
499075000,-112.1999664,
499100000,-112.0344391,
499125000,-111.9996719,
499150000,-112.1892242,
499175000,-112.1047363,
499200000,-111.9220276,
499225000,-112.2456818,
499250000,-112.218895,
499275000,-112.1475296,
499300000,-112.1751099,
499325000,-111.9654999,
499350000,-112.1082458,
499375000,-112.2604828,
499400000,-112.0886917,
499425000,-112.0375214,
499450000,-112.0854645,
499475000,-112.1091385,
499500000,-112.1452484,
499525000,-112.1029205,
499550000,-112.2136688,
499575000,-112.1295776,
499600000,-112.0433655,
499625000,-112.156601,
499650000,-112.3614807,
499675000,-112.2561264,
499700000,-112.1481934,
499725000,-112.2653046,
499750000,-112.3060226,
499775000,-112.3723679,
499800000,-112.1693115,
499825000,-112.2399063,
499850000,-112.2060013,
499875000,-112.1062927,
499900000,-112.0653534,
499925000,-112.0804901,
499950000,-111.9542847,
499975000,-111.009201,
500000000,-107.0368347,
500025000,-111.380806,
500050000,-112.0907898,
500075000,-112.1744614,
500100000,-112.0714111,
500125000,-112.1427917,
500150000,-112.2946167,
500175000,-112.2255249,
500200000,-112.3504257,
500225000,-112.2227554,
500250000,-112.3026581,
500275000,-112.0548401,
500300000,-112.2705917,
500325000,-112.264595,
500350000,-112.2280807,
500375000,-112.0724411,
500400000,-112.2788315,
500425000,-112.2671967,
500450000,-112.0244141,
500475000,-111.8581848,
500500000,-111.9297104,
500525000,-112.0024414,
500550000,-112.0226364,
500575000,-112.2669373,
500600000,-112.1658249,
500625000,-112.192215,
500650000,-112.3219299,
500675000,-112.246048,
500700000,-112.2315216,
500725000,-112.1060181,
500750000,-112.2844009,
500775000,-112.2853546,
500800000,-112.3112335,
500825000,-112.2529907,
500850000,-112.3347626,
500875000,-112.1655121,
500900000,-111.9678802,
500925000,-112.1534729,
500950000,-112.1547318,
500975000,-112.0642242,
501000000,-109.0179367,
501025000,-111.8690872,
501050000,-112.1933823,
501075000,-112.1920929,
501100000,-112.2188568,
501125000,-112.102005,
501150000,-112.1934967,
501175000,-112.1694946,
501200000,-112.1064301,
501225000,-112.2453918,
501250000,-112.1521301,
501275000,-112.3220825,
501300000,-112.2711182,
501325000,-112.1694336,
501350000,-112.2490311,
501375000,-112.0202332,
501400000,-111.9637451,
501425000,-112.1438522,
501450000,-112.0968323,
501475000,-112.1303482,
501500000,-112.1381531,
501525000,-111.9730988,
501550000,-111.9958572,
501575000,-112.1626892,
501600000,-112.1164017,
501625000,-112.3825073,
501650000,-112.170517,
501675000,-112.0437622,
501700000,-112.0583801,
501725000,-112.0914917,
501750000,-112.2288589,
501775000,-112.1377487,
501800000,-112.2013855,
501825000,-112.1564178,
501850000,-112.1636124,
501875000,-111.9830627,
501900000,-111.9959412,
501925000,-112.0569916,
501950000,-111.8619156,
501975000,-112.047493,
502000000,-112.1891174,
502025000,-112.1430511,
502050000,-112.1147156,
502075000,-112.0080261,
502100000,-111.9918823,
502125000,-112.1192322,
502150000,-112.2148285,
502175000,-112.0955811,
502200000,-111.960228,
502225000,-111.9890289,
502250000,-112.1103363,
502275000,-111.972641,
502300000,-112.0954208,
502325000,-112.0894547,
502350000,-112.1314316,
502375000,-112.1041718,
502400000,-112.1979065,
502425000,-112.1483002,
502450000,-112.1288223,
502475000,-112.0417404,
502500000,-111.9936676,
502525000,-112.0420914,
502550000,-111.9422989,
502575000,-111.955101,
502600000,-111.9090118,
502625000,-111.9850006,
502650000,-111.9786224,
502675000,-112.0524979,
502700000,-112.0456085,
502725000,-112.0307541,
502750000,-111.9825897,
502775000,-111.9634323,
502800000,-112.003479,
502825000,-112.073555,
502850000,-112.1498032,
502875000,-112.0125885,
502900000,-111.940918,
502925000,-111.9313202,
502950000,-111.9276352,
502975000,-111.8214264,
503000000,-111.4924927,
503025000,-112.043335,
503050000,-112.0665283,
503075000,-112.1961975,
503100000,-111.9598846,
503125000,-112.0922012,
503150000,-112.0662079,
503175000,-112.0846863,
503200000,-111.9248657,
503225000,-112.1194,
503250000,-112.0491409,
503275000,-112.1798248,
503300000,-112.0821381,
503325000,-112.0201569,
503350000,-111.9498749,
503375000,-112.0120544,
503400000,-112.1215744,
503425000,-112.0650177,
503450000,-111.8119965,
503475000,-111.8537064,
503500000,-111.8468475,
503525000,-111.8399963,
503550000,-111.9165115,
503575000,-112.021225,
503600000,-112.1244431,
503625000,-112.023941,
503650000,-112.1651001,
503675000,-112.0677795,
503700000,-112.0344849,
503725000,-112.1259995,
503750000,-112.0854874,
503775000,-112.2625656,
503800000,-112.0996475,
503825000,-112.2379227,
503850000,-112.0682602,
503875000,-112.1867981,
503900000,-112.0456085,
503925000,-112.2231216,
503950000,-112.1303864,
503975000,-112.0671921,
504000000,-111.2853851,
504025000,-112.0924454,
504050000,-112.1215515,
504075000,-112.0345612,
504100000,-112.0837402,
504125000,-112.0730896,
504150000,-112.1927567,
504175000,-112.1553955,
504200000,-112.128746,
504225000,-112.2187347,
504250000,-112.1273804,
504275000,-112.1247177,
504300000,-112.0017624,
504325000,-112.0527344,
504350000,-112.1098633,
504375000,-112.1057968,
504400000,-111.9340897,
504425000,-112.0787888,
504450000,-112.0969009,
504475000,-112.0420456,
504500000,-112.0543518,
504525000,-112.0137787,
504550000,-112.108429,
504575000,-112.1982422,
504600000,-112.1746521,
504625000,-112.209259,
504650000,-112.2098923,
504675000,-112.2327499,
504700000,-112.0855026,
504725000,-111.9792252,
504750000,-112.29496,
504775000,-112.0211868,
504800000,-112.129776,
504825000,-112.1795502,
504850000,-112.18116,
504875000,-112.1196747,
504900000,-112.0549622,
504925000,-112.0599976,
504950000,-112.0603485,
504975000,-112.0467377,
505000000,-112.0250626,
505025000,-112.0641174,
505050000,-111.7761078,
505075000,-111.8970947,
505100000,-111.9362717,
505125000,-111.8306351,
505150000,-111.9012604,
505175000,-111.844162,
505200000,-111.8620758,
505225000,-111.8545609,
505250000,-111.9811859,
505275000,-111.8657837,
505300000,-111.9636993,
505325000,-111.9530563,
505350000,-111.9868927,
505375000,-111.952179,
505400000,-111.9637299,
505425000,-111.929512,
505450000,-112.0717468,
505475000,-112.0881271,
505500000,-112.2325516,
505525000,-112.0136871,
505550000,-112.044838,
505575000,-111.8706436,
505600000,-111.9988708,
505625000,-112.0631561,
505650000,-112.2199402,
505675000,-112.0067596,
505700000,-112.0283203,
505725000,-112.0651245,
505750000,-112.0070953,
505775000,-111.9302216,
505800000,-112.0176544,
505825000,-112.0345764,
505850000,-112.0608978,
505875000,-111.9285965,
505900000,-111.997406,
505925000,-112.0847397,
505950000,-112.0137711,
505975000,-112.1020432,
506000000,-111.3301849,
506025000,-112.1607056,
506050000,-112.1484451,
506075000,-112.1169586,
506100000,-112.0001373,
506125000,-112.0799942,
506150000,-112.0618439,
506175000,-112.0988464,
506200000,-112.1888275,
506225000,-111.887352,
506250000,-112.1118164,
506275000,-111.9583206,
506300000,-112.1089249,
506325000,-112.0517654,
506350000,-112.0312881,
506375000,-111.9085388,
506400000,-111.963089,
506425000,-112.0427246,
506450000,-111.9031677,
506475000,-111.8763046,
506500000,-111.9685669,
506525000,-112.0628281,
506550000,-111.9372253,
506575000,-112.1359711,
506600000,-112.0916901,
506625000,-111.9319153,
506650000,-112.1222839,
506675000,-112.2093201,
506700000,-112.2104492,
506725000,-112.155983,
506750000,-112.1642761,
506775000,-112.0882111,
506800000,-112.29702,
506825000,-112.0476608,
506850000,-112.0095825,
506875000,-112.2012253,
506900000,-112.0930939,
506925000,-112.0310974,
506950000,-111.9657211,
506975000,-112.1583939,
507000000,-109.9747925,
507025000,-112.1366272,
507050000,-111.9463959,
507075000,-111.9906616,
507100000,-111.980957,
507125000,-112.011673,
507150000,-112.086525,
507175000,-112.0661926,
507200000,-111.9563675,
507225000,-112.0204773,
507250000,-112.1671295,
507275000,-112.0122604,
507300000,-111.9046631,
507325000,-111.8812637,
507350000,-112.0048523,
507375000,-111.9350128,
507400000,-111.9093399,
507425000,-111.8792572,
507450000,-112.0096283,
507475000,-112.0044861,
507500000,-112.0949097,
507525000,-112.0233536,
507550000,-112.0411606,
507575000,-111.8431396,
507600000,-111.899292,
507625000,-111.9195862,
507650000,-111.8542404,
507675000,-111.909317,
507700000,-111.9382553,
507725000,-111.899231,
507750000,-111.9509964,
507775000,-111.9147797,
507800000,-111.8644409,
507825000,-111.6256027,
507850000,-111.8592224,
507875000,-111.8929291,
507900000,-111.875824,
507925000,-111.8574829,
507950000,-111.8314438,
507975000,-112.1855087,
508000000,-111.9041519,
508025000,-111.7724915,
508050000,-111.7966614,
508075000,-111.7040558,
508100000,-111.8911285,
508125000,-111.8646622,
508150000,-111.8208466,
508175000,-111.7708206,
508200000,-111.8881302,
508225000,-111.8648071,
508250000,-111.7326355,
508275000,-111.8449249,
508300000,-111.8948822,
508325000,-111.8209381,
508350000,-111.8742752,
508375000,-111.9061966,
508400000,-111.9969635,
508425000,-111.8232651,
508450000,-111.8466034,
508475000,-111.9651108,
508500000,-112.0207825,
508525000,-111.9320374,
508550000,-111.9403,
508575000,-111.8727036,
508600000,-112.0594177,
508625000,-111.9945068,
508650000,-111.9299393,
508675000,-111.9759674,
508700000,-111.9751358,
508725000,-111.9709015,
508750000,-111.965271,
508775000,-111.8692474,
508800000,-111.7074127,
508825000,-111.8781204,
508850000,-111.8243027,
508875000,-111.7757111,
508900000,-111.9013901,
508925000,-111.9644623,
508950000,-111.7451401,
508975000,-111.9002991,
509000000,-110.9201126,
509025000,-111.9039536,
509050000,-111.8535309,
509075000,-111.7500153,
509100000,-111.6791229,
509125000,-111.803299,
509150000,-111.7984695,
509175000,-111.9192123,
509200000,-111.8669586,
509225000,-111.8011398,
509250000,-111.7921753,
509275000,-111.7297363,
509300000,-111.8520279,
509325000,-111.7803802,
509350000,-111.9947128,
509375000,-111.9199677,
509400000,-111.9709167,
509425000,-111.8562012,
509450000,-111.7406006,
509475000,-111.7985077,
509500000,-111.7936783,
509525000,-111.7888641,
509550000,-111.6713333,
509575000,-111.9737396,
509600000,-111.9865723,
509625000,-111.997261,
509650000,-111.9227295,
509675000,-111.9310608,
509700000,-111.9752808,
509725000,-112.1080399,
509750000,-112.096138,
509775000,-112.0635223,
509800000,-111.976738,
509825000,-112.0951233,
509850000,-111.987999,
509875000,-111.9970627,
509900000,-111.9989319,
509925000,-112.0416412,
509950000,-112.0081787,
509975000,-111.9509735,
510000000,-108.5988235,
510025000,-112.0197983,
510050000,-112.0000458,
510075000,-112.1183929,
510100000,-112.0698547,
510125000,-111.8980789,
510150000,-112.062439,
510175000,-112.0841599,
510200000,-112.0156097,
510225000,-111.9890594,
510250000,-112.2372437,
510275000,-112.062767,
510300000,-111.9661407,
510325000,-112.032074,
510350000,-111.8267899,
510375000,-111.9234619,
510400000,-112.048996,
510425000,-111.999733,
510450000,-111.9684906,
510475000,-111.9200134,
510500000,-111.9423294,
510525000,-111.9491577,
510550000,-111.9147949,
510575000,-111.9013214,
510600000,-112.08815,
510625000,-111.9897079,
510650000,-111.8330078,
510675000,-111.8720245,
510700000,-111.9436569,
510725000,-111.8931732,
510750000,-111.845993,
510775000,-111.8022919,
510800000,-111.8237457,
510825000,-111.8801727,
510850000,-111.9129333,
510875000,-111.7823029,
510900000,-111.8977051,
510925000,-111.917984,
510950000,-111.6944733,
510975000,-111.7066498,
511000000,-111.7904205,
511025000,-111.8424606,
511050000,-111.8360519,
511075000,-111.6660767,
511100000,-111.8417282,
511125000,-111.9652252,
511150000,-111.8276596,
511175000,-111.8273468,
511200000,-111.8714447,
511225000,-111.9216461,
511250000,-112.0035248,
511275000,-111.8686295,
511300000,-111.9027786,
511325000,-111.9114227,
511350000,-111.9295044,
511375000,-111.9716949,
511400000,-111.9517441,
511425000,-111.9185181,
511450000,-112.1193771,
511475000,-112.015686,
511500000,-111.9383316,
511525000,-112.0796051,
511550000,-112.0058594,
511575000,-112.0462646,
511600000,-112.1537704,
511625000,-112.0117188,
511650000,-112.1901627,
511675000,-111.9989319,
511700000,-111.9887619,
511725000,-112.0195465,
511750000,-112.1391144,
511775000,-111.9805832,
511800000,-111.9353409,
511825000,-112.066452,
511850000,-112.1402664,
511875000,-112.0335541,
511900000,-111.9329681,
511925000,-112.0772247,
511950000,-111.9699554,
511975000,-112.0799408,
512000000,-111.471756,
512025000,-111.8454132,
512050000,-108.529892,
512075000,-111.6647034,
512100000,-111.9481583,
512125000,-112.1152496,
512150000,-112.2188492,
512175000,-112.1753082,
512200000,-112.1026688,
512225000,-112.0863953,
512250000,-111.9837189,
512275000,-112.1528702,
512300000,-112.2148056,
512325000,-112.158165,
512350000,-112.0437622,
512375000,-111.9892273,
512400000,-111.99617,
512425000,-112.11129,
512450000,-112.0408249,
512475000,-111.8236542,
512500000,-111.9292145,
512525000,-112.0373993,
512550000,-112.0324326,
512575000,-112.1240692,
512600000,-112.0904083,
512625000,-112.1207275,
512650000,-112.1414642,
512675000,-112.2013397,
512700000,-112.1346893,
512725000,-112.0364227,
512750000,-112.0622559,
512775000,-112.1822052,
512800000,-112.1554489,
512825000,-112.0370178,
512850000,-112.1258392,
512875000,-112.0550079,
512900000,-111.8736343,
512925000,-111.9858475,
512950000,-111.0256348,
512975000,-112.0512848,
513000000,-110.0177689,
513025000,-112.1703262,
513050000,-112.0901031,
513075000,-112.1622925,
513100000,-112.0257645,
513125000,-112.1848145,
513150000,-112.1561432,
513175000,-112.0982666,
513200000,-112.0849686,
513225000,-112.063591,
513250000,-112.2534637,
513275000,-112.1476593,
513300000,-112.0216293,
513325000,-112.0690613,
513350000,-111.9354248,
513375000,-112.0691833,
513400000,-112.1045532,
513425000,-112.017067,
513450000,-111.9976044,
513475000,-111.952858,
513500000,-111.8029175,
513525000,-111.975029,
513550000,-111.8799667,
513575000,-111.9994354,
513600000,-112.0574493,
513625000,-111.887085,
513650000,-111.8681412,
513675000,-112.0274277,
513700000,-111.9022064,
513725000,-111.9213257,
513750000,-111.934906,
513775000,-111.865448,
513800000,-111.7960434,
513825000,-111.7800293,
513850000,-111.8455658,
513875000,-111.9620361,
513900000,-111.7954102,
513925000,-111.8149414,
513950000,-111.8180008,
513975000,-111.7567139,
514000000,-111.7994614,
514025000,-111.8276138,
514050000,-111.7164001,
514075000,-111.8153305,
514100000,-111.747406,
514125000,-111.7970352,
514150000,-111.8151169,
514175000,-111.7837677,
514200000,-111.9752579,
514225000,-111.79496,
514250000,-111.8599625,
514275000,-111.8396454,
514300000,-112.0048218,
514325000,-111.8977966,
514350000,-111.9258804,
514375000,-111.9499664,
514400000,-111.9419785,
514425000,-111.8620758,
514450000,-111.9514847,
514475000,-112.0687561,
514500000,-111.8868561,
514525000,-112.0964127,
514550000,-111.8141632,
514575000,-111.9245834,
514600000,-111.9128418,
514625000,-111.9509811,
514650000,-111.8664169,
514675000,-111.9595795,
514700000,-111.9984741,
514725000,-111.9097443,
514750000,-111.8473969,
514775000,-111.8476105,
514800000,-111.9896851,
514825000,-111.8794556,
514850000,-111.9202728,
514875000,-111.8738174,
514900000,-111.8388748,
514925000,-111.7932816,
514950000,-111.658493,
514975000,-111.6520844,
515000000,-111.512291,
515025000,-111.7268753,
515050000,-111.4348221,
515075000,-111.745636,
515100000,-111.6362381,
515125000,-111.6247406,
515150000,-111.758255,
515175000,-111.6708374,
515200000,-111.7336197,
515225000,-111.5475616,
515250000,-111.5863113,
515275000,-111.5720825,
515300000,-111.4485092,
515325000,-111.3547974,
515350000,-111.3563385,
515375000,-111.3039856,
515400000,-111.48172,
515425000,-111.5926514,
515450000,-111.4360046,
515475000,-111.2596741,
515500000,-111.3123627,
515525000,-111.3656998,
515550000,-111.4401321,
515575000,-111.440033,
515600000,-111.5910721,
515625000,-111.6655273,
515650000,-111.3507385,
515675000,-111.4312363,
515700000,-111.565712,
515725000,-111.6316833,
515750000,-111.5083466,
515775000,-111.5280914,
515800000,-111.4664459,
515825000,-111.5693054,
515850000,-111.623848,
515875000,-111.7493362,
515900000,-111.7877579,
515925000,-111.6173248,
515950000,-111.6097717,
515975000,-111.6384964,
516000000,-110.7171249,
516025000,-111.7474442,
516050000,-111.7695618,
516075000,-111.6833344,
516100000,-111.8285828,
516125000,-111.7963257,
516150000,-111.9842377,
516175000,-111.848999,
516200000,-111.8822784,
516225000,-111.8931122,
516250000,-111.8605347,
516275000,-112.0655518,
516300000,-111.9621582,
516325000,-111.9544525,
516350000,-111.8608551,
516375000,-111.8899841,
516400000,-111.903656,
516425000,-111.9340057,
516450000,-111.84198,
516475000,-111.8046112,
516500000,-111.7898483,
516525000,-111.7377548,
516550000,-111.9844055,
516575000,-112.0776291,
516600000,-111.8596725,
516625000,-111.6997147,
516650000,-111.6780243,
516675000,-111.739975,
516700000,-111.8826752,
516725000,-111.8663483,
516750000,-111.8575592,
516775000,-111.9365082,
516800000,-111.8177872,
516825000,-111.8077774,
516850000,-111.6672821,
516875000,-111.8059082,
516900000,-111.5263062,
516925000,-111.8250351,
516950000,-111.8636627,
516975000,-111.6742249,
517000000,-99.82827759,
517025000,-112.1611404,
517050000,-112.1037216,
517075000,-112.0342865,
517100000,-112.0112915,
517125000,-112.0955734,
517150000,-111.8974152,
517175000,-112.1137085,
517200000,-112.1408539,
517225000,-112.0914764,
517250000,-111.97435,
517275000,-111.8920517,
517300000,-112.0520096,
517325000,-111.9703751,
517350000,-112.1852722,
517375000,-112.0435257,
517400000,-112.1404877,
517425000,-112.2350235,
517450000,-112.2023392,
517475000,-112.2141571,
517500000,-112.2353821,
517525000,-112.2810974,
517550000,-112.2862396,
517575000,-112.3131104,
517600000,-112.0559006,
517625000,-112.3358231,
517650000,-112.2736969,
517675000,-112.2256622,
517700000,-112.3208466,
517725000,-112.2835617,
517750000,-112.321785,
517775000,-112.161438,
517800000,-112.4075317,
517825000,-112.4161377,
517850000,-112.3774109,
517875000,-112.3407364,
517900000,-112.2378159,
517925000,-112.314064,
517950000,-112.4165955,
517975000,-112.3267059,
518000000,-111.9225311,
518025000,-112.2979584,
518050000,-112.3344803,
518075000,-112.405426,
518100000,-112.3108063,
518125000,-112.388916,
518150000,-112.4656219,
518175000,-112.2700424,
518200000,-112.1631546,
518225000,-112.2080994,
518250000,-112.3363113,
518275000,-112.3847885,
518300000,-112.4026108,
518325000,-112.3718948,
518350000,-112.3385239,
518375000,-112.2763519,
518400000,-112.1606827,
518425000,-112.0856781,
518450000,-112.100769,
518475000,-112.1085663,
518500000,-112.0606155,
518525000,-112.0131989,
518550000,-112.376297,
518575000,-112.1443558,
518600000,-112.1841583,
518625000,-112.3831635,
518650000,-112.3631363,
518675000,-112.4287796,
518700000,-112.1997833,
518725000,-112.2842026,
518750000,-112.3578033,
518775000,-112.3656845,
518800000,-112.2700424,
518825000,-112.2627106,
518850000,-112.4223785,
518875000,-112.3020554,
518900000,-112.3200073,
518925000,-112.4473419,
518950000,-112.2682953,
518975000,-112.3189163,
519000000,-110.3712769,
519025000,-112.2737274,
519050000,-112.3529968,
519075000,-112.3693695,
519100000,-112.3302917,
519125000,-112.2622604,
519150000,-112.3099442,
519175000,-112.2769928,
519200000,-112.3570328,
519225000,-112.3907547,
519250000,-112.3087158,
519275000,-112.4328918,
519300000,-112.4926453,
519325000,-112.2961426,
519350000,-112.3240585,
519375000,-112.1794281,
519400000,-112.4302292,
519425000,-112.5100708,
519450000,-112.3240204,
519475000,-112.2499008,
519500000,-112.2841797,
519525000,-112.3086395,
519550000,-112.2752228,
519575000,-112.2510452,
519600000,-112.2639847,
519625000,-112.2656708,
519650000,-112.5063629,
519675000,-112.3335953,
519700000,-112.2378998,
519725000,-112.2272797,
519750000,-112.1682434,
519775000,-112.2157288,
519800000,-112.0793152,
519825000,-112.1805954,
519850000,-111.9037323,
519875000,-112.1594696,
519900000,-112.0695496,
519925000,-112.0294189,
519950000,-111.9965363,
519975000,-112.0700989,
520000000,-98.53984833,
520025000,-112.5519867,
520050000,-112.6347961,
520075000,-112.7415085,
520100000,-112.5412369,
520125000,-112.7939224,
520150000,-112.634079,
520175000,-112.7542114,
520200000,-112.6140671,
520225000,-112.8023224,
520250000,-112.6793594,
520275000,-112.5615692,
520300000,-112.693924,
520325000,-112.7422028,
520350000,-112.6976395,
520375000,-112.7339859,
520400000,-112.4766541,
520425000,-112.6732025,
520450000,-112.5815201,
520475000,-112.5873489,
520500000,-112.4871445,
520525000,-112.6690063,
520550000,-112.7197418,
520575000,-112.6140594,
520600000,-112.8583221,
520625000,-112.6421432,
520650000,-112.6588745,
520675000,-112.5228806,
520700000,-112.6730804,
520725000,-112.4887466,
520750000,-112.633194,
520775000,-112.5415649,
520800000,-112.5235062,
520825000,-112.608902,
520850000,-112.5302734,
520875000,-112.3355179,
520900000,-112.3352203,
520925000,-112.3578339,
520950000,-112.3715134,
520975000,-112.2989655,
521000000,-112.2934418,
521025000,-112.3968964,
521050000,-112.4945526,
521075000,-112.4355164,
521100000,-112.5221558,
521125000,-112.5289001,
521150000,-112.4787292,
521175000,-112.547081,
521200000,-112.5683136,
521225000,-112.5618744,
521250000,-112.562973,
521275000,-112.7255707,
521300000,-112.6637726,
521325000,-112.6307755,
521350000,-112.7220612,
521375000,-112.5768661,
521400000,-112.5558395,
521425000,-112.6599045,
521450000,-112.5959091,
521475000,-112.445488,
521500000,-112.5198059,
521525000,-112.5954285,
521550000,-112.7846451,
521575000,-112.7247772,
521600000,-112.601181,
521625000,-112.6602783,
521650000,-112.7343292,
521675000,-112.858429,
521700000,-112.5851746,
521725000,-112.6718445,
521750000,-112.7700958,
521775000,-112.7109375,
521800000,-112.634697,
521825000,-112.7221756,
521850000,-112.6001434,
521875000,-112.5767212,
521900000,-112.7082138,
521925000,-112.7933121,
521950000,-112.7503891,
521975000,-112.663269,
522000000,-112.0510864,
522025000,-112.7687988,
522050000,-112.7403336,
522075000,-112.6886749,
522100000,-112.7082748,
522125000,-112.7541428,
522150000,-112.8819427,
522175000,-112.7811127,
522200000,-112.6581955,
522225000,-112.792923,
522250000,-112.6304245,
522275000,-112.7329712,
522300000,-112.8213196,
522325000,-112.7800827,
522350000,-112.5305328,
522375000,-112.6833038,
522400000,-112.8403854,
522425000,-112.6097717,
522450000,-112.5881119,
522475000,-112.5183792,
522500000,-112.7213669,
522525000,-112.7913055,
522550000,-112.662262,
522575000,-112.7731628,
522600000,-112.6706619,
522625000,-112.7932434,
522650000,-112.6988907,
522675000,-112.6533051,
522700000,-112.6846237,
522725000,-112.6879578,
522750000,-112.8006363,
522775000,-112.6263504,
522800000,-112.5701752,
522825000,-112.8177567,
522850000,-112.7156448,
522875000,-112.6596527,
522900000,-112.5324554,
522925000,-112.7619476,
522950000,-112.6998749,
522975000,-112.6200943,
523000000,-110.4042511,
523025000,-111.9122009,
523050000,-111.9195099,
523075000,-111.885643,
523100000,-111.8628693,
523125000,-112.1066742,
523150000,-112.0286407,
523175000,-112.0444565,
523200000,-111.993042,
523225000,-112.0484772,
523250000,-112.1454926,
523275000,-112.0668488,
523300000,-111.9303131,
523325000,-111.9889221,
523350000,-111.9284363,
523375000,-112.1387482,
523400000,-112.0960999,
523425000,-112.0797806,
523450000,-112.0679321,
523475000,-112.1693268,
523500000,-111.9945908,
523525000,-111.9898148,
523550000,-112.0928268,
523575000,-112.0022888,
523600000,-112.1053238,
523625000,-112.0476151,
523650000,-112.2180557,
523675000,-112.1508179,
523700000,-112.1002808,
523725000,-112.1225357,
523750000,-112.1563416,
523775000,-112.022995,
523800000,-112.141304,
523825000,-112.0170135,
523850000,-112.0152893,
523875000,-112.128891,
523900000,-112.0263367,
523925000,-112.0600281,
523950000,-112.1315155,
523975000,-112.1504898,
524000000,-111.3390808,
524025000,-112.1755219,
524050000,-112.1995926,
524075000,-112.1314697,
524100000,-112.1506195,
524125000,-112.195816,
524150000,-112.2835159,
524175000,-112.2761917,
524200000,-112.1397552,
524225000,-112.3087387,
524250000,-112.1833801,
524275000,-112.2671585,
524300000,-112.1328888,
524325000,-111.9762497,
524350000,-112.1425629,
524375000,-112.0853043,
524400000,-112.1964874,
524425000,-111.9607086,
524450000,-111.931488,
524475000,-111.9481506,
524500000,-111.9044342,
524525000,-111.8611526,
524550000,-112.0360413,
524575000,-112.0140228,
524600000,-112.1186829,
524625000,-112.1713715,
524650000,-112.117836,
524675000,-112.0060654,
524700000,-112.1029587,
524725000,-112.1091003,
524750000,-112.1738892,
524775000,-112.3182526,
524800000,-112.1987,
524825000,-112.1746063,
524850000,-112.2065048,
524875000,-112.2884674,
524900000,-112.088501,
524925000,-112.2573929,
524950000,-112.1626892,
524975000,-111.9971161,
525000000,-110.3861237,
525025000,-112.1426544,
525050000,-112.2048645,
525075000,-112.1404724,
525100000,-112.0311737,
525125000,-112.1621246,
525150000,-112.1593323,
525175000,-112.0536041,
525200000,-112.1667786,
525225000,-112.0267029,
525250000,-112.058197,
525275000,-112.2021332,
525300000,-112.0818405,
525325000,-112.1646957,
525350000,-112.1810226,
525375000,-112.1767807,
525400000,-112.0025482,
525425000,-112.0516815,
525450000,-112.2141342,
525475000,-112.143158,
525500000,-111.9230728,
525525000,-112.2208252,
525550000,-112.1318512,
525575000,-112.0735931,
525600000,-112.0665894,
525625000,-112.2089386,
525650000,-112.1489105,
525675000,-112.0645447,
525700000,-112.0185089,
525725000,-112.0652466,
525750000,-112.1196136,
525775000,-111.9542084,
525800000,-112.0241928,
525825000,-112.0407791,
525850000,-112.0458679,
525875000,-111.9773941,
525900000,-111.9914627,
525925000,-111.8927155,
525950000,-111.9996033,
525975000,-111.9902039,
526000000,-112.0891418,
526025000,-111.7865753,
526050000,-111.7103119,
526075000,-111.8900909,
526100000,-111.9623947,
526125000,-111.977951,
526150000,-111.9637756,
526175000,-111.9586945,
526200000,-111.9530945,
526225000,-112.0039444,
526250000,-112.0099258,
526275000,-111.9780121,
526300000,-112.0512314,
526325000,-111.8441849,
526350000,-111.928009,
526375000,-111.8055115,
526400000,-111.8888474,
526425000,-111.9877548,
526450000,-111.9612579,
526475000,-111.8860779,
526500000,-111.7323914,
526525000,-111.8933792,
526550000,-111.814537,
526575000,-111.9216537,
526600000,-111.9490814,
526625000,-111.9512558,
526650000,-111.9522171,
526675000,-112.0301895,
526700000,-111.8463821,
526725000,-112.0801926,
526750000,-112.0597687,
526775000,-112.1974106,
526800000,-112.0672531,
526825000,-112.0230408,
526850000,-112.0734787,
526875000,-112.0792847,
526900000,-111.8697968,
526925000,-112.0872574,
526950000,-111.8806534,
